date,open,high,low,close,volume,rsi_14
2025-09-28,70.0,70.4,69.6,70.0,1000000.0,
2025-09-29,70.0,70.4,69.6,70.0,1000000.0,
2025-09-30,70.0,70.4,69.6,70.0,1000000.0,
2025-10-01,70.0,70.4,69.6,70.0,1000000.0,
2025-10-02,70.0,70.4,69.6,70.0,1000000.0,
2025-10-05,70.0,70.4,69.6,70.0,1000000.0,
2025-10-06,70.0,70.4,69.6,70.0,1000000.0,
2025-10-07,70.0,70.4,69.6,70.0,1000000.0,
2025-10-08,70.0,70.4,69.6,70.0,1000000.0,
2025-10-09,70.0,70.4,69.6,70.0,1000000.0,
2025-10-12,70.0,70.4,69.6,70.0,1000000.0,
2025-10-13,70.0,70.4,69.6,70.0,1000000.0,
2025-10-14,70.0,70.4,69.6,70.0,1000000.0,
2025-10-15,70.0,70.4,69.6,70.0,1000000.0,
2025-10-16,70.0,70.4,69.6,70.0,1000000.0,
2025-10-19,70.0,70.4,69.6,70.0,1000000.0,
2025-10-20,70.0,70.4,69.6,70.0,1000000.0,
2025-10-21,70.0,70.4,69.6,70.0,1000000.0,
2025-10-22,70.0,70.4,69.6,70.0,1000000.0,
2025-10-23,70.0,70.4,69.6,70.0,1000000.0,
2025-10-26,70.0,70.4,69.6,70.0,1000000.0,
2025-10-27,70.0,70.4,69.6,70.0,1000000.0,
2025-10-28,70.0,70.4,69.6,70.0,1000000.0,
2025-10-29,70.0,70.4,69.6,70.0,1000000.0,
2025-10-30,70.0,70.4,69.6,70.0,1000000.0,
2025-11-02,70.0,70.4,69.6,70.0,1000000.0,
2025-11-03,70.0,70.4,69.6,70.0,1000000.0,
2025-11-04,70.0,70.4,69.6,70.0,1000000.0,
2025-11-05,70.0,70.4,69.6,70.0,1000000.0,
2025-11-06,70.0,70.4,69.6,70.0,1000000.0,
2025-11-09,70.0,70.4,69.6,70.0,1000000.0,
2025-11-10,70.0,70.4,69.6,70.0,1000000.0,
2025-11-11,70.0,70.4,69.6,70.0,1000000.0,
2025-11-12,70.0,70.4,69.6,70.0,1000000.0,
2025-11-13,70.0,70.4,69.6,70.0,1000000.0,
2025-11-16,70.0,70.4,69.6,70.0,1000000.0,
2025-11-17,70.0,70.4,69.6,70.0,1000000.0,
2025-11-18,70.0,70.4,69.6,70.0,1000000.0,
2025-11-19,70.0,70.4,69.6,70.0,1000000.0,
2025-11-20,70.0,70.4,69.6,70.0,1000000.0,
