date,open,high,low,close,volume,rsi_14
2025-09-28,100.0,100.4,99.6,100.0,1000000.0,
2025-09-29,100.0,100.4,99.6,100.0,1000000.0,
2025-09-30,100.0,100.4,99.6,100.0,1000000.0,
2025-10-01,100.0,100.4,99.6,100.0,1000000.0,
2025-10-02,100.0,100.4,99.6,100.0,1000000.0,
2025-10-05,100.0,100.4,99.6,100.0,1000000.0,
2025-10-06,100.0,100.4,99.6,100.0,1000000.0,
2025-10-07,100.0,100.4,99.6,100.0,1000000.0,
2025-10-08,100.0,100.4,99.6,100.0,1000000.0,
2025-10-09,100.0,100.4,99.6,100.0,1000000.0,
2025-10-12,100.0,100.4,99.6,100.0,1000000.0,
2025-10-13,100.0,100.4,99.6,100.0,1000000.0,
2025-10-14,100.0,100.4,99.6,100.0,1000000.0,
2025-10-15,100.0,100.4,99.6,100.0,1000000.0,
2025-10-16,100.0,100.4,99.6,100.0,1000000.0,
2025-10-19,100.0,100.4,99.6,100.0,1000000.0,
2025-10-20,100.0,100.4,99.6,100.0,1000000.0,
2025-10-21,100.0,100.4,99.6,100.0,1000000.0,
2025-10-22,100.0,100.4,99.6,100.0,1000000.0,
2025-10-23,100.0,100.4,99.6,100.0,1000000.0,
2025-10-26,100.0,100.4,99.6,100.0,1000000.0,
2025-10-27,100.0,100.4,99.6,100.0,1000000.0,
2025-10-28,100.0,100.4,99.6,100.0,1000000.0,
2025-10-29,100.0,100.4,99.6,100.0,1000000.0,
2025-10-30,100.0,100.4,99.6,100.0,1000000.0,
2025-11-02,100.0,100.4,99.6,100.0,1000000.0,
2025-11-03,100.0,100.4,99.6,100.0,1000000.0,
2025-11-04,100.0,100.4,99.6,100.0,1000000.0,
2025-11-05,100.0,100.4,99.6,100.0,1000000.0,
2025-11-06,100.0,100.4,99.6,100.0,1000000.0,
2025-11-09,100.0,100.4,99.6,100.0,1000000.0,
2025-11-10,100.0,100.4,99.6,100.0,1000000.0,
2025-11-11,100.0,100.4,99.6,100.0,1000000.0,
2025-11-12,100.0,100.4,99.6,100.0,1000000.0,
2025-11-13,100.0,100.4,99.6,100.0,1000000.0,
2025-11-16,100.0,100.4,99.6,100.0,1000000.0,
2025-11-17,100.0,100.4,99.6,100.0,1000000.0,
2025-11-18,100.0,100.4,99.6,100.0,1000000.0,
2025-11-19,100.0,100.4,99.6,100.0,1000000.0,
2025-11-20,100.0,100.4,99.6,100.0,1000000.0,
2025-11-23,100.0,100.4,99.6,100.0,1000000.0,
2025-11-24,100.0,100.4,99.6,100.0,1000000.0,
2025-11-25,100.0,100.4,99.6,100.0,1000000.0,
2025-11-26,100.0,100.4,99.6,100.0,1000000.0,
2025-11-27,100.0,100.4,99.6,100.0,1000000.0,
2025-11-30,100.0,100.4,99.6,100.0,1000000.0,
2025-12-01,100.0,100.4,99.6,100.0,1000000.0,
2025-12-02,100.0,100.4,99.6,100.0,1000000.0,
2025-12-03,100.0,100.4,99.6,100.0,1000000.0,
2025-12-04,100.0,100.4,99.6,100.0,1000000.0,
2025-12-07,100.0,100.4,99.6,100.0,1000000.0,
2025-12-08,100.0,100.4,99.6,100.0,1000000.0,
2025-12-09,100.0,100.4,99.6,100.0,1000000.0,
2025-12-10,100.0,100.4,99.6,100.0,1000000.0,
2025-12-11,100.0,100.4,99.6,100.0,1000000.0,
2025-12-14,100.0,100.4,99.6,100.0,1000000.0,
2025-12-15,100.0,100.4,99.6,100.0,1000000.0,
2025-12-16,100.0,100.4,99.6,100.0,1000000.0,
2025-12-17,100.0,100.4,99.6,100.0,1000000.0,
2025-12-18,100.0,100.4,99.6,100.0,1000000.0,
2025-12-21,100.0,100.4,99.6,100.0,1000000.0,
2025-12-22,100.0,100.4,99.6,100.0,1000000.0,
2025-12-23,100.0,100.4,99.6,100.0,1000000.0,
2025-12-24,100.0,100.4,99.6,100.0,1000000.0,
2025-12-25,100.0,100.4,99.6,100.0,1000000.0,
2025-12-28,100.0,100.4,99.6,100.0,1000000.0,
2025-12-29,100.0,100.4,99.6,100.0,1000000.0,
2025-12-30,100.0,100.4,99.6,100.0,1000000.0,
2025-12-31,100.0,100.4,99.6,100.0,1000000.0,
2026-01-01,100.0,100.4,99.6,100.0,1000000.0,
2026-01-04,100.0,100.4,99.6,100.0,1000000.0,
2026-01-05,100.0,100.4,99.6,100.0,1000000.0,
2026-01-06,100.0,100.4,99.6,100.0,1000000.0,
2026-01-07,100.0,100.4,99.6,100.0,1000000.0,
2026-01-08,100.0,100.4,99.6,100.0,1000000.0,
2026-01-11,100.0,100.4,99.6,100.0,1000000.0,
2026-01-12,100.0,100.4,99.6,100.0,1000000.0,
2026-01-13,100.0,100.4,99.6,100.0,1000000.0,
2026-01-14,100.0,100.4,99.6,100.0,1000000.0,
2026-01-15,100.0,100.4,99.6,100.0,1000000.0,
2026-01-18,100.0,100.4,99.6,100.0,1000000.0,
2026-01-19,100.0,100.4,99.6,100.0,1000000.0,
2026-01-20,100.0,100.4,99.6,100.0,1000000.0,
2026-01-21,100.0,100.4,99.6,100.0,1000000.0,
2026-01-22,100.0,100.4,99.6,100.0,1000000.0,
2026-01-25,100.0,100.4,99.6,100.0,1000000.0,
2026-01-26,100.0,100.4,99.6,100.0,1000000.0,
2026-01-27,100.0,100.4,99.6,100.0,1000000.0,
2026-01-28,100.0,100.4,99.6,100.0,1000000.0,
2026-01-29,100.0,100.4,99.6,100.0,1000000.0,
2026-02-01,100.0,100.4,99.6,100.0,1000000.0,
2026-02-02,100.0,100.4,99.6,100.0,1000000.0,
2026-02-03,100.0,100.4,99.6,100.0,1000000.0,
2026-02-04,100.0,100.4,99.6,100.0,1000000.0,
2026-02-05,100.0,100.4,99.6,100.0,1000000.0,
2026-02-08,100.0,100.4,99.6,100.0,1000000.0,
2026-02-09,100.0,100.4,99.6,100.0,1000000.0,
2026-02-10,100.0,100.4,99.6,100.0,1000000.0,
2026-02-11,100.0,100.4,99.6,100.0,1000000.0,
2026-02-12,100.0,100.4,99.6,100.0,1000000.0,
2026-02-15,100.0,100.4,99.6,100.0,1000000.0,
2026-02-16,100.0,100.4,99.6,100.0,1000000.0,
2026-02-17,100.0,100.4,99.6,100.0,1000000.0,
2026-02-18,100.0,100.4,99.6,100.0,1000000.0,
2026-02-19,100.0,100.4,99.6,100.0,1000000.0,
2026-02-22,100.0,100.4,99.6,100.0,1000000.0,
2026-02-23,100.0,100.4,99.6,100.0,1000000.0,
2026-02-24,100.0,100.4,99.6,100.0,1000000.0,
2026-02-25,100.0,100.4,99.6,100.0,1000000.0,
2026-02-26,100.0,100.4,99.6,100.0,1000000.0,
2026-03-01,100.0,100.4,99.6,100.0,1000000.0,
2026-03-02,100.0,100.4,99.6,100.0,1000000.0,
2026-03-03,100.0,100.4,99.6,100.0,1000000.0,
2026-03-04,100.0,100.4,99.6,100.0,1000000.0,
2026-03-05,100.0,100.4,99.6,100.0,1000000.0,
2026-03-08,100.0,100.4,99.6,100.0,1000000.0,
2026-03-09,100.0,100.4,99.6,100.0,1000000.0,
2026-03-10,100.0,100.4,99.6,100.0,1000000.0,
2026-03-11,100.0,100.4,99.6,100.0,1000000.0,
2026-03-12,100.0,100.4,99.6,100.0,1000000.0,
2026-03-15,100.0,100.4,99.6,100.0,1000000.0,
2026-03-16,100.0,100.4,99.6,100.0,1000000.0,
2026-03-17,100.0,100.4,99.6,100.0,1000000.0,
2026-03-18,100.0,100.4,99.6,100.0,1000000.0,
2026-03-19,100.0,100.4,99.6,100.0,1000000.0,
2026-03-22,100.0,100.4,99.6,100.0,1000000.0,
2026-03-23,100.0,100.4,99.6,100.0,1000000.0,
2026-03-24,100.0,100.4,99.6,100.0,1000000.0,
2026-03-25,100.0,100.4,99.6,100.0,1000000.0,
2026-03-26,100.0,100.4,99.6,100.0,1000000.0,
2026-03-29,100.0,100.4,99.6,100.0,1000000.0,
2026-03-30,100.0,100.4,99.6,100.0,1000000.0,
2026-03-31,100.0,100.4,99.6,100.0,1000000.0,
2026-04-01,100.0,100.4,99.6,100.0,1000000.0,
2026-04-02,100.0,100.4,99.6,100.0,1000000.0,
2026-04-05,100.0,100.4,99.6,100.0,1000000.0,
2026-04-06,100.0,100.4,99.6,100.0,1000000.0,
2026-04-07,100.0,100.4,99.6,100.0,1000000.0,
2026-04-08,100.0,100.4,98.60833333333332,99.00833333333333,1000000.0,0.0
2026-04-09,99.00833333333333,99.40833333333333,97.63333333333333,98.03333333333333,1000000.0,0.0
2026-04-12,98.03333333333333,98.43333333333334,96.675,97.075,1000000.0,0.0
2026-04-13,97.075,97.47500000000001,95.73333333333332,96.13333333333333,1000000.0,0.0
2026-04-14,96.13333333333333,96.53333333333333,94.80833333333332,95.20833333333333,1000000.0,0.0
2026-04-15,95.20833333333333,95.60833333333333,93.89999999999999,94.3,1000000.0,0.0
2026-04-16,94.3,94.7,93.00833333333333,93.40833333333333,1000000.0,0.0
2026-04-19,93.40833333333333,93.80833333333334,92.13333333333333,92.53333333333333,1000000.0,0.0
2026-04-20,92.53333333333333,92.93333333333334,91.27499999999999,91.675,1000000.0,0.0
2026-04-21,91.675,92.075,90.43333333333332,90.83333333333333,1000000.0,0.0
