date,open,high,low,close,volume,rsi_14
2026-01-07,78.0,78.4,77.6,78.0,1000000.0,
2026-01-08,78.0,79.07857142857144,77.6,78.67857142857143,1000000.0,
2026-01-11,78.67857142857143,79.75714285714287,78.27857142857142,79.35714285714286,1000000.0,
2026-01-12,79.35714285714286,80.4357142857143,78.95714285714286,80.03571428571429,1000000.0,
2026-01-13,80.03571428571429,81.11428571428571,79.63571428571429,80.71428571428571,1000000.0,
2026-01-14,80.71428571428571,81.79285714285714,80.3142857142857,81.39285714285714,1000000.0,
2026-01-15,81.39285714285714,82.47142857142858,80.99285714285713,82.07142857142857,1000000.0,
2026-01-18,82.07142857142857,83.15,81.67142857142856,82.75,1000000.0,
2026-01-19,82.75,83.82857142857144,82.35,83.42857142857143,1000000.0,
2026-01-20,83.42857142857143,84.50714285714287,83.02857142857142,84.10714285714286,1000000.0,
2026-01-21,84.10714285714286,85.1857142857143,83.70714285714286,84.78571428571429,1000000.0,
2026-01-22,84.78571428571429,85.86428571428571,84.38571428571429,85.46428571428571,1000000.0,
2026-01-25,85.46428571428571,86.54285714285714,85.0642857142857,86.14285714285714,1000000.0,
2026-01-26,86.14285714285714,87.22142857142858,85.74285714285713,86.82142857142857,1000000.0,
2026-01-27,86.82142857142857,87.9,86.42142857142856,87.5,1000000.0,
2026-01-28,87.5,88.57857142857144,87.1,88.17857142857143,1000000.0,
2026-01-29,88.17857142857143,89.25714285714287,87.77857142857142,88.85714285714286,1000000.0,
2026-02-01,88.85714285714286,89.9357142857143,88.45714285714286,89.53571428571429,1000000.0,
2026-02-02,89.53571428571429,90.61428571428571,89.13571428571429,90.21428571428571,1000000.0,
2026-02-03,90.21428571428571,91.29285714285714,89.8142857142857,90.89285714285714,1000000.0,
2026-02-04,90.89285714285714,91.97142857142858,90.49285714285713,91.57142857142857,1000000.0,
2026-02-05,91.57142857142857,92.65,91.17142857142856,92.25,1000000.0,
2026-02-08,92.25,93.32857142857144,91.85,92.92857142857143,1000000.0,
2026-02-09,92.92857142857143,94.00714285714287,92.52857142857142,93.60714285714286,1000000.0,
2026-02-10,93.60714285714286,94.68571428571428,93.20714285714286,94.28571428571428,1000000.0,
2026-02-11,94.28571428571428,95.36428571428573,93.88571428571427,94.96428571428572,1000000.0,
2026-02-12,94.96428571428572,96.04285714285714,94.56428571428572,95.64285714285714,1000000.0,
2026-02-15,95.64285714285714,96.72142857142858,95.24285714285713,96.32142857142857,1000000.0,
2026-02-16,96.32142857142857,97.4,95.92142857142856,97.0,1000000.0,
2026-02-17,97.0,98.07857142857144,96.6,97.67857142857143,1000000.0,
2026-02-18,97.67857142857143,98.75714285714287,97.27857142857142,98.35714285714286,1000000.0,
2026-02-19,98.35714285714286,99.43571428571428,97.95714285714286,99.03571428571428,1000000.0,
2026-02-22,99.03571428571428,100.11428571428573,98.63571428571427,99.71428571428572,1000000.0,
2026-02-23,99.71428571428572,100.79285714285714,99.31428571428572,100.39285714285714,1000000.0,
2026-02-24,100.39285714285714,101.47142857142858,99.99285714285713,101.07142857142857,1000000.0,
2026-02-25,101.07142857142857,102.15,100.67142857142856,101.75,1000000.0,
2026-02-26,101.75,102.82857142857144,101.35,102.42857142857143,1000000.0,
2026-03-01,102.42857142857143,103.50714285714287,102.02857142857142,103.10714285714286,1000000.0,
2026-03-02,103.10714285714286,104.18571428571428,102.70714285714286,103.78571428571428,1000000.0,
2026-03-03,103.78571428571428,104.86428571428573,103.38571428571427,104.46428571428572,1000000.0,
2026-03-04,104.46428571428572,105.54285714285714,104.06428571428572,105.14285714285714,1000000.0,
2026-03-05,105.14285714285714,106.22142857142858,104.74285714285713,105.82142857142857,1000000.0,
2026-03-08,105.82142857142857,106.9,105.42142857142856,106.5,1000000.0,
2026-03-09,106.5,107.57857142857144,106.1,107.17857142857143,1000000.0,
2026-03-10,107.17857142857143,108.25714285714287,106.77857142857142,107.85714285714286,1000000.0,
2026-03-11,107.85714285714286,108.93571428571428,107.45714285714286,108.53571428571428,1000000.0,
2026-03-12,108.53571428571428,109.61428571428573,108.13571428571427,109.21428571428572,1000000.0,
2026-03-15,109.21428571428572,110.29285714285714,108.81428571428572,109.89285714285714,1000000.0,
2026-03-16,109.89285714285714,110.97142857142858,109.49285714285713,110.57142857142857,1000000.0,
2026-03-17,110.57142857142857,111.65,110.17142857142856,111.25,1000000.0,
2026-03-18,111.25,112.32857142857144,110.85,111.92857142857143,1000000.0,
2026-03-19,111.92857142857143,113.00714285714287,111.52857142857142,112.60714285714286,1000000.0,
2026-03-22,112.60714285714286,113.68571428571428,112.20714285714286,113.28571428571428,1000000.0,
2026-03-23,113.28571428571428,114.36428571428573,112.88571428571427,113.96428571428572,1000000.0,
2026-03-24,113.96428571428572,115.04285714285714,113.56428571428572,114.64285714285714,1000000.0,
2026-03-25,114.64285714285714,115.72142857142858,114.24285714285713,115.32142857142857,1000000.0,
2026-03-26,115.32142857142857,116.4,114.92142857142856,116.0,1000000.0,
2026-03-29,116.0,116.4,115.26666666666667,115.66666666666667,1000000.0,96.35890767230174
2026-03-30,115.66666666666667,116.06666666666668,114.93333333333332,115.33333333333333,1000000.0,92.43243243243238
2026-03-31,115.33333333333333,115.73333333333333,114.6,115.0,1000000.0,88.18565400843883
2026-04-01,115.0,115.4,114.26666666666667,114.66666666666667,1000000.0,83.5777126099707
2026-04-02,114.66666666666667,115.06666666666668,113.93333333333332,114.33333333333333,1000000.0,78.56049004594178
2026-04-05,114.33333333333333,114.73333333333333,113.6,114.0,1000000.0,73.07692307692308
2026-04-06,114.0,115.86666666666666,113.46666666666667,115.33333333333333,1000000.0,75.25773195876288
2026-04-07,115.33333333333333,117.2,114.8,116.66666666666667,1000000.0,77.11171662125341
2026-04-08,116.66666666666667,118.53333333333333,116.13333333333334,118.0,1000000.0,78.70722433460075
2026-04-09,118.0,119.86666666666666,117.46666666666667,119.33333333333333,1000000.0,80.09478672985783
2026-04-12,119.33333333333333,121.2,118.8,120.66666666666667,1000000.0,81.31256952169076
2026-04-13,120.66666666666667,122.53333333333333,120.13333333333334,122.0,1000000.0,82.38993710691824
