date,open,high,low,close,volume,rsi_14
2026-01-07,124.0,124.4,123.6,124.0,1000000.0,
2026-01-08,124.0,124.4,122.92142857142856,123.32142857142857,1000000.0,
2026-01-11,123.32142857142857,123.72142857142858,122.24285714285713,122.64285714285714,1000000.0,
2026-01-12,122.64285714285714,123.04285714285714,121.5642857142857,121.96428571428571,1000000.0,
2026-01-13,121.96428571428571,122.36428571428571,120.88571428571429,121.28571428571429,1000000.0,
2026-01-14,121.28571428571429,121.6857142857143,120.20714285714286,120.60714285714286,1000000.0,
2026-01-15,120.60714285714286,121.00714285714287,119.52857142857142,119.92857142857143,1000000.0,
2026-01-18,119.92857142857143,120.32857142857144,118.85,119.25,1000000.0,
2026-01-19,119.25,119.65,118.17142857142856,118.57142857142857,1000000.0,
2026-01-20,118.57142857142857,118.97142857142858,117.49285714285713,117.89285714285714,1000000.0,
2026-01-21,117.89285714285714,118.29285714285714,116.8142857142857,117.21428571428571,1000000.0,
2026-01-22,117.21428571428571,117.61428571428571,116.13571428571429,116.53571428571429,1000000.0,
2026-01-25,116.53571428571429,116.9357142857143,115.45714285714286,115.85714285714286,1000000.0,
2026-01-26,115.85714285714286,116.25714285714287,114.77857142857142,115.17857142857143,1000000.0,
2026-01-27,115.17857142857143,115.57857142857144,114.1,114.5,1000000.0,0.0
2026-01-28,114.5,114.9,113.42142857142856,113.82142857142857,1000000.0,0.0
2026-01-29,113.82142857142857,114.22142857142858,112.74285714285713,113.14285714285714,1000000.0,0.0
2026-02-01,113.14285714285714,113.54285714285714,112.0642857142857,112.46428571428571,1000000.0,0.0
2026-02-02,112.46428571428571,112.86428571428571,111.38571428571429,111.78571428571429,1000000.0,0.0
2026-02-03,111.78571428571429,112.1857142857143,110.70714285714286,111.10714285714286,1000000.0,0.0
2026-02-04,111.10714285714286,111.50714285714287,110.02857142857142,110.42857142857143,1000000.0,0.0
2026-02-05,110.42857142857143,110.82857142857144,109.35,109.75,1000000.0,0.0
2026-02-08,109.75,110.15,108.67142857142856,109.07142857142857,1000000.0,0.0
2026-02-09,109.07142857142857,109.47142857142858,107.99285714285713,108.39285714285714,1000000.0,0.0
2026-02-10,108.39285714285714,108.79285714285714,107.31428571428572,107.71428571428572,1000000.0,0.0
2026-02-11,107.71428571428572,108.11428571428573,106.63571428571427,107.03571428571428,1000000.0,0.0
2026-02-12,107.03571428571428,107.43571428571428,105.95714285714286,106.35714285714286,1000000.0,0.0
2026-02-15,106.35714285714286,106.75714285714287,105.27857142857142,105.67857142857143,1000000.0,0.0
2026-02-16,105.67857142857143,106.07857142857144,104.6,105.0,1000000.0,0.0
2026-02-17,105.0,105.4,103.92142857142856,104.32142857142857,1000000.0,0.0
2026-02-18,104.32142857142857,104.72142857142858,103.24285714285713,103.64285714285714,1000000.0,0.0
2026-02-19,103.64285714285714,104.04285714285714,102.56428571428572,102.96428571428572,1000000.0,0.0
2026-02-22,102.96428571428572,103.36428571428573,101.88571428571427,102.28571428571428,1000000.0,0.0
2026-02-23,102.28571428571428,102.68571428571428,101.20714285714286,101.60714285714286,1000000.0,0.0
2026-02-24,101.60714285714286,102.00714285714287,100.52857142857142,100.92857142857143,1000000.0,0.0
2026-02-25,100.92857142857143,101.32857142857144,99.85,100.25,1000000.0,0.0
2026-02-26,100.25,100.65,99.17142857142856,99.57142857142857,1000000.0,0.0
2026-03-01,99.57142857142857,99.97142857142858,98.49285714285713,98.89285714285714,1000000.0,0.0
2026-03-02,98.89285714285714,99.29285714285714,97.81428571428572,98.21428571428572,1000000.0,0.0
2026-03-03,98.21428571428572,98.61428571428573,97.13571428571427,97.53571428571428,1000000.0,0.0
2026-03-04,97.53571428571428,97.93571428571428,96.45714285714286,96.85714285714286,1000000.0,0.0
2026-03-05,96.85714285714286,97.25714285714287,95.77857142857142,96.17857142857143,1000000.0,0.0
2026-03-08,96.17857142857143,96.57857142857144,95.1,95.5,1000000.0,0.0
2026-03-09,95.5,95.9,94.42142857142856,94.82142857142857,1000000.0,0.0
2026-03-10,94.82142857142857,95.22142857142858,93.74285714285713,94.14285714285714,1000000.0,0.0
2026-03-11,94.14285714285714,94.54285714285714,93.06428571428572,93.46428571428572,1000000.0,0.0
2026-03-12,93.46428571428572,93.86428571428573,92.38571428571427,92.78571428571428,1000000.0,0.0
2026-03-15,92.78571428571428,93.18571428571428,91.70714285714286,92.10714285714286,1000000.0,0.0
2026-03-16,92.10714285714286,92.50714285714287,91.02857142857142,91.42857142857143,1000000.0,0.0
2026-03-17,91.42857142857143,91.82857142857144,90.35,90.75,1000000.0,0.0
2026-03-18,90.75,91.15,89.67142857142856,90.07142857142857,1000000.0,0.0
2026-03-19,90.07142857142857,90.47142857142858,88.99285714285713,89.39285714285714,1000000.0,0.0
2026-03-22,89.39285714285714,89.79285714285714,88.31428571428572,88.71428571428572,1000000.0,0.0
2026-03-23,88.71428571428572,89.11428571428573,87.63571428571427,88.03571428571428,1000000.0,0.0
2026-03-24,88.03571428571428,88.43571428571428,86.95714285714286,87.35714285714286,1000000.0,0.0
2026-03-25,87.35714285714286,87.75714285714287,86.27857142857142,86.67857142857143,1000000.0,0.0
2026-03-26,86.67857142857143,87.07857142857144,85.6,86.0,1000000.0,0.0
2026-03-29,86.0,86.73333333333333,85.6,86.33333333333333,1000000.0,3.64109232769826
2026-03-30,86.33333333333333,87.06666666666668,85.93333333333332,86.66666666666667,1000000.0,7.5675675675676075
2026-03-31,86.66666666666667,87.4,86.26666666666667,87.0,1000000.0,11.814345991561169
2026-04-01,87.0,87.73333333333333,86.6,87.33333333333333,1000000.0,16.422287390029297
2026-04-02,87.33333333333333,88.06666666666668,86.93333333333332,87.66666666666667,1000000.0,21.439509954058238
2026-04-05,87.66666666666667,88.4,87.26666666666667,88.0,1000000.0,26.92307692307692
2026-04-06,88.0,88.4,86.6,87.0,1000000.0,25.80645161290323
2026-04-07,87.0,87.4,85.6,86.0,1000000.0,24.77876106194691
2026-04-08,86.0,86.4,84.6,85.0,1000000.0,23.829787234042556
2026-04-09,85.0,85.4,83.6,84.0,1000000.0,22.950819672131118
2026-04-12,84.0,84.4,82.6,83.0,1000000.0,22.134387351778685
2026-04-13,83.0,83.4,81.6,82.0,1000000.0,21.374045801526705
2026-04-14,82.0,83.6,74.4,78.0,1000000.0,15.774647887323937
2026-04-15,78.0,82.2,76.8,81.0,1000000.0,33.33333333333333
2026-04-16,81.0,82.05000000000001,80.6,81.65,1000000.0,34.711643090315604
2026-04-19,81.65,82.7,81.25,82.3,1000000.0,36.03411513859272
2026-04-20,82.3,83.35000000000001,81.89999999999999,82.95,1000000.0,37.30407523510973
2026-04-21,82.95,84.0,82.55,83.6,1000000.0,38.52459016393442
2026-04-22,83.6,84.65,83.19999999999999,84.25,1000000.0,39.698492462311535
2026-04-23,84.25,85.30000000000001,83.85,84.9,1000000.0,40.828402366863926
2026-04-26,84.9,85.95,84.5,85.55,1000000.0,45.61933534743201
2026-04-27,85.55,86.60000000000001,85.14999999999999,86.2,1000000.0,50.61728395061729
2026-04-28,86.2,87.25,85.8,86.85,1000000.0,55.83596214511039
2026-04-29,86.85,87.9,86.44999999999999,87.5,1000000.0,61.29032258064516
2026-04-30,87.5,88.55000000000001,87.1,88.15,1000000.0,66.996699669967
2026-05-03,88.15,89.2,87.75,88.8,1000000.0,72.97297297297297
2026-05-04,88.8,89.85000000000001,88.39999999999999,89.45,1000000.0,
2026-05-05,89.45,90.5,89.05,90.1,1000000.0,
2026-05-06,90.1,91.15,89.69999999999999,90.75,1000000.0,
2026-05-07,90.75,91.80000000000001,90.35,91.4,1000000.0,
2026-05-10,91.4,92.45,91.0,92.05,1000000.0,
2026-05-11,92.05,93.10000000000001,91.64999999999999,92.7,1000000.0,
2026-05-12,92.7,93.75,92.3,93.35,1500000.0,
2026-05-13,93.35,96.4,92.94999999999999,94.0,1500000.0,
2026-05-14,94.0,94.4,92.62413793103447,93.02413793103447,400000.0,89.64697274556421
2026-05-17,93.02413793103447,94.34827586206897,92.62413793103447,93.94827586206897,1500000.0,89.9395662993245
2026-05-18,93.94827586206897,94.53862068965518,91.88206896551723,92.47241379310344,400000.0,76.70761670761662
2026-05-19,92.47241379310344,93.79655172413794,92.07241379310344,93.39655172413794,1500000.0,77.29885057471256
2026-05-20,93.39655172413794,93.98689655172414,91.3303448275862,91.92068965517241,400000.0,66.21681744030838
2026-05-21,91.92068965517241,93.2448275862069,91.5206896551724,92.84482758620689,1500000.0,66.99507389162554
2026-05-24,92.84482758620689,93.4351724137931,90.77862068965517,91.36896551724138,400000.0,57.5396287765885
2026-05-25,91.36896551724138,92.69310344827586,90.96896551724137,92.29310344827586,1500000.0,58.43501326259945
2026-05-26,92.29310344827586,92.88344827586207,90.22689655172414,90.81724137931035,400000.0,50.243172465394686
2026-05-27,90.81724137931035,92.14137931034483,90.41724137931034,91.74137931034483,1500000.0,51.21056493030078
2026-05-28,91.74137931034483,92.33172413793103,89.6751724137931,90.26551724137931,400000.0,44.022178583805044
2026-05-31,90.26551724137931,91.5896551724138,89.86551724137931,91.1896551724138,1500000.0,45.031760435571684
2026-06-01,91.1896551724138,91.78,89.12344827586206,89.71379310344827,400000.0,38.65519096288329
2026-06-02,89.71379310344827,91.03793103448277,89.31379310344826,90.63793103448276,1500000.0,39.68690501375083
2026-06-03,90.63793103448276,91.22827586206897,88.57172413793103,89.16206896551724,400000.0,38.505747126436816
2026-06-04,89.16206896551724,90.48620689655174,88.76206896551723,90.08620689655173,1500000.0,38.505747126436816
2026-06-07,90.08620689655173,90.67655172413794,88.02,88.6103448275862,400000.0,38.505747126436816
2026-06-08,88.6103448275862,89.93448275862069,88.2103448275862,89.53448275862068,1500000.0,38.505747126436766
2026-06-09,89.53448275862068,90.12482758620689,87.46827586206896,88.05862068965517,400000.0,38.505747126436795
2026-06-10,88.05862068965517,89.38275862068966,87.65862068965517,88.98275862068965,1500000.0,38.505747126436795
2026-06-11,88.98275862068965,89.57310344827586,86.91655172413793,87.50689655172414,400000.0,38.505747126436795
2026-06-14,87.50689655172414,88.83103448275862,87.10689655172413,88.43103448275862,1500000.0,38.505747126436795
2026-06-15,88.43103448275862,89.02137931034483,86.3648275862069,86.95517241379311,400000.0,38.505747126436795
2026-06-16,86.95517241379311,88.27931034482759,86.5551724137931,87.87931034482759,1500000.0,38.505747126436795
2026-06-17,87.87931034482759,88.4696551724138,85.81310344827585,86.40344827586206,400000.0,38.505747126436766
2026-06-18,86.40344827586206,87.72758620689656,86.00344827586206,87.32758620689656,1500000.0,38.505747126436816
2026-06-21,87.32758620689656,87.91793103448276,85.26137931034482,85.85172413793103,400000.0,38.505747126436816
2026-06-22,85.85172413793103,87.17586206896553,85.45172413793102,86.77586206896552,1500000.0,38.505747126436816
2026-06-23,86.77586206896552,87.17586206896553,83.6,86.0,400000.0,40.17991004497755
2026-06-24,86.0,88.8,85.2,88.0,1500000.0,43.926922304758065
2026-06-25,88.0,90.8,87.2,90.0,1000000.0,53.925579583089814
2026-06-28,90.0,92.8,89.2,92.0,1000000.0,56.565656565656575
2026-06-29,92.0,93.4,91.6,93.0,1000000.0,63.50103636706235
2026-06-30,93.0,94.4,92.6,94.0,1000000.0,63.651717020078806
2026-07-01,94.0,96.8,93.2,96.0,1000000.0,72.46852764094139
2026-07-02,96.0,98.8,95.2,98.0,1000000.0,73.95132055929567
